dataset,n_samples,n_features,schedule_id,curve_id,curve_label,display_order,effective_k,tree_count,depth_1_trees,depth_2_trees,depth_3_trees,fit_time_s,accuracy
analcatdata_happiness,60,3,pure_k1_T20,pure_k1,k=1,0,1.0,20,20,0,0,0.14560239999555052,0.4666666666666667
analcatdata_happiness,60,3,pure_k1_T40,pure_k1,k=1,0,1.0,40,40,0,0,0.29120479999110105,0.5333333333333333
analcatdata_happiness,60,3,pure_k1_T60,pure_k1,k=1,0,1.0,60,60,0,0,0.4368071999866515,0.5333333333333333
analcatdata_happiness,60,3,pure_k1_T100,pure_k1,k=1,0,1.0,100,100,0,0,0.7280119999777526,0.5333333333333333
analcatdata_happiness,60,3,pure_k1_T200,pure_k1,k=1,0,1.0,200,200,0,0,1.4560239999555051,0.5333333333333333
analcatdata_happiness,60,3,mix_1_95_2_05_T20,mix_1_95_2_05,k=1.05 (95/5: 1/2),1,1.05,20,19,1,0,0.15376098915934563,0.5333333333333333
analcatdata_happiness,60,3,mix_1_95_2_05_T40,mix_1_95_2_05,k=1.05 (95/5: 1/2),1,1.05,40,38,2,0,0.30752197831869127,0.5333333333333333
analcatdata_happiness,60,3,mix_1_95_2_05_T60,mix_1_95_2_05,k=1.05 (95/5: 1/2),1,1.05,60,57,3,0,0.4612829674780369,0.5333333333333333
analcatdata_happiness,60,3,mix_1_95_2_05_T100,mix_1_95_2_05,k=1.05 (95/5: 1/2),1,1.05,100,95,5,0,0.7688049457967281,0.5333333333333333
analcatdata_happiness,60,3,mix_1_95_2_05_T200,mix_1_95_2_05,k=1.05 (95/5: 1/2),1,1.05,200,190,10,0,1.5376098915934562,0.5333333333333333
analcatdata_happiness,60,3,mix_1_90_2_10_T20,mix_1_90_2_10,k=1.10 (90/10: 1/2),2,1.1,20,18,2,0,0.16191957832314074,0.4666666666666667
