dataset,n_samples,n_features,schedule_id,label,kind,effective_k,depth_1_trees,depth_2_trees,depth_3_trees,n_estimators,fit_time_s,accuracy
analcatdata_lawsuit,264,4,pure_k1_5,"k=1, T=5",pure_size,1.0,5,0,0,5,0.008280081255361438,1.0
analcatdata_lawsuit,264,4,pure_k1_10,"k=1, T=10",pure_size,1.0,10,0,0,10,0.016560162510722877,0.9848484848484849
analcatdata_lawsuit,264,4,pure_k1_25,"k=1, T=25",pure_size,1.0,25,0,0,25,0.04140040627680719,1.0
analcatdata_lawsuit,264,4,pure_k1_50,"k=1, T=50",pure_size,1.0,50,0,0,50,0.08280081255361438,1.0
analcatdata_lawsuit,264,4,pure_k1_100,"k=1, T=100",pure_size,1.0,100,0,0,100,0.16560162510722876,1.0
analcatdata_lawsuit,264,4,pure_k2_5,"k=2, T=5",pure_size,2.0,0,5,0,5,0.447985841636546,1.0
analcatdata_lawsuit,264,4,pure_k2_10,"k=2, T=10",pure_size,2.0,0,10,0,10,0.895971683273092,1.0
analcatdata_lawsuit,264,4,pure_k2_25,"k=2, T=25",pure_size,2.0,0,25,0,25,2.23992920818273,1.0
analcatdata_lawsuit,264,4,pure_k2_50,"k=2, T=50",pure_size,2.0,0,50,0,50,4.47985841636546,1.0
analcatdata_lawsuit,264,4,pure_k2_100,"k=2, T=100",pure_size,2.0,0,100,0,100,8.95971683273092,1.0
analcatdata_lawsuit,264,4,pure_k3_1,"k=3, T=1",pure_size,3.0,0,0,1,1,6.5389326916076245,0.9848484848484849
analcatdata_lawsuit,264,4,pure_k3_3,"k=3, T=3",pure_size,3.0,0,0,3,3,19.616798074822874,1.0
analcatdata_lawsuit,264,4,pure_k3_5,"k=3, T=5",pure_size,3.0,0,0,5,5,32.69466345803812,1.0
analcatdata_lawsuit,264,4,mix_1_95_2_05,95% k=1 + 5% k=2,mixture,1.05,95,5,0,100,0.6053073854884132,1.0
analcatdata_lawsuit,264,4,mix_1_90_2_10,90% k=1 + 10% k=2,mixture,1.1,90,10,0,100,1.045013145869598,1.0
analcatdata_lawsuit,264,4,mix_1_75_2_25,75% k=1 + 25% k=2,mixture,1.25,75,25,0,100,2.3641304270131513,1.0
analcatdata_lawsuit,264,4,mix_1_50_2_50,50% k=1 + 50% k=2,mixture,1.5,50,50,0,100,4.562659228919074,1.0
analcatdata_lawsuit,264,4,mix_1_95_3_05,95% k=1 + 5% k=3,mixture,1.1,95,0,5,100,32.851985001889986,1.0
analcatdata_lawsuit,264,4,mix_2_95_3_05,95% k=2 + 5% k=3,mixture,2.05,0,95,5,100,41.206394449132496,1.0
balance_scale,625,4,pure_k1_5,"k=1, T=5",pure_size,1.0,5,0,0,5,0.0050358312437310815,0.7770700636942676
balance_scale,625,4,pure_k1_10,"k=1, T=10",pure_size,1.0,10,0,0,10,0.010071662487462163,0.7898089171974523
balance_scale,625,4,pure_k1_25,"k=1, T=25",pure_size,1.0,25,0,0,25,0.025179156218655407,0.802547770700637
balance_scale,625,4,pure_k1_50,"k=1, T=50",pure_size,1.0,50,0,0,50,0.050358312437310815,0.8280254777070064
balance_scale,625,4,pure_k1_100,"k=1, T=100",pure_size,1.0,100,0,0,100,0.10071662487462163,0.8407643312101911
balance_scale,625,4,pure_k2_5,"k=2, T=5",pure_size,2.0,0,5,0,5,0.02736102498602122,0.802547770700637
balance_scale,625,4,pure_k2_10,"k=2, T=10",pure_size,2.0,0,10,0,10,0.05472204997204244,0.8152866242038217
balance_scale,625,4,pure_k2_25,"k=2, T=25",pure_size,2.0,0,25,0,25,0.1368051249301061,0.802547770700637
balance_scale,625,4,pure_k2_50,"k=2, T=50",pure_size,2.0,0,50,0,50,0.2736102498602122,0.821656050955414
balance_scale,625,4,pure_k2_100,"k=2, T=100",pure_size,2.0,0,100,0,100,0.5472204997204244,0.8280254777070064
balance_scale,625,4,pure_k3_1,"k=3, T=1",pure_size,3.0,0,0,1,1,0.04174130819737911,0.7452229299363057
balance_scale,625,4,pure_k3_3,"k=3, T=3",pure_size,3.0,0,0,3,3,0.12522392459213733,0.8152866242038217
balance_scale,625,4,pure_k3_5,"k=3, T=5",pure_size,3.0,0,0,5,5,0.20870654098689556,0.821656050955414
balance_scale,625,4,mix_1_95_2_05,95% k=1 + 5% k=2,mixture,1.05,95,5,0,100,0.12304181861691177,0.8471337579617835
balance_scale,625,4,mix_1_90_2_10,90% k=1 + 10% k=2,mixture,1.1,90,10,0,100,0.1453670123592019,0.8407643312101911
balance_scale,625,4,mix_1_75_2_25,75% k=1 + 25% k=2,mixture,1.25,75,25,0,100,0.21234259358607233,0.8343949044585988
balance_scale,625,4,mix_1_50_2_50,50% k=1 + 50% k=2,mixture,1.5,50,50,0,100,0.323968562297523,0.8152866242038217
balance_scale,625,4,mix_1_95_3_05,95% k=1 + 5% k=3,mixture,1.1,95,0,5,100,0.3043873346177861,0.8407643312101911
balance_scale,625,4,mix_2_95_3_05,95% k=2 + 5% k=3,mixture,2.05,0,95,5,100,0.7285660157212988,0.8343949044585988
analcatdata_dmft,797,4,pure_k1_5,"k=1, T=5",pure_size,1.0,5,0,0,5,0.005137677094899118,0.23
analcatdata_dmft,797,4,pure_k1_10,"k=1, T=10",pure_size,1.0,10,0,0,10,0.010275354189798237,0.235
analcatdata_dmft,797,4,pure_k1_25,"k=1, T=25",pure_size,1.0,25,0,0,25,0.02568838547449559,0.225
analcatdata_dmft,797,4,pure_k1_50,"k=1, T=50",pure_size,1.0,50,0,0,50,0.05137677094899118,0.205
analcatdata_dmft,797,4,pure_k1_100,"k=1, T=100",pure_size,1.0,100,0,0,100,0.10275354189798236,0.195
analcatdata_dmft,797,4,pure_k2_5,"k=2, T=5",pure_size,2.0,0,5,0,5,0.0314792541321367,0.21
analcatdata_dmft,797,4,pure_k2_10,"k=2, T=10",pure_size,2.0,0,10,0,10,0.0629585082642734,0.205
analcatdata_dmft,797,4,pure_k2_25,"k=2, T=25",pure_size,2.0,0,25,0,25,0.1573962706606835,0.205
analcatdata_dmft,797,4,pure_k2_50,"k=2, T=50",pure_size,2.0,0,50,0,50,0.314792541321367,0.205
analcatdata_dmft,797,4,pure_k2_100,"k=2, T=100",pure_size,2.0,0,100,0,100,0.629585082642734,0.19
analcatdata_dmft,797,4,pure_k3_1,"k=3, T=1",pure_size,3.0,0,0,1,1,0.04518280839547515,0.18
analcatdata_dmft,797,4,pure_k3_3,"k=3, T=3",pure_size,3.0,0,0,3,3,0.13554842518642546,0.21
analcatdata_dmft,797,4,pure_k3_5,"k=3, T=5",pure_size,3.0,0,0,5,5,0.22591404197737575,0.21
analcatdata_dmft,797,4,mix_1_95_2_05,95% k=1 + 5% k=2,mixture,1.05,95,5,0,100,0.12909511893521994,0.19
analcatdata_dmft,797,4,mix_1_90_2_10,90% k=1 + 10% k=2,mixture,1.1,90,10,0,100,0.15543669597245752,0.2
analcatdata_dmft,797,4,mix_1_75_2_25,75% k=1 + 25% k=2,mixture,1.25,75,25,0,100,0.23446142708417028,0.195
analcatdata_dmft,797,4,mix_1_50_2_50,50% k=1 + 50% k=2,mixture,1.5,50,50,0,100,0.3661693122703582,0.2
analcatdata_dmft,797,4,mix_1_95_3_05,95% k=1 + 5% k=3,mixture,1.1,95,0,5,100,0.323529906780459,0.2
analcatdata_dmft,797,4,mix_2_95_3_05,95% k=2 + 5% k=3,mixture,2.05,0,95,5,100,0.8240198704879731,0.19
parity5,32,5,pure_k1_5,"k=1, T=5",pure_size,1.0,5,0,0,5,0.005455814604647458,0.25
parity5,32,5,pure_k1_10,"k=1, T=10",pure_size,1.0,10,0,0,10,0.010911629209294916,0.125
parity5,32,5,pure_k1_25,"k=1, T=25",pure_size,1.0,25,0,0,25,0.027279073023237288,0.125
parity5,32,5,pure_k1_50,"k=1, T=50",pure_size,1.0,50,0,0,50,0.054558146046474576,0.125
parity5,32,5,pure_k1_100,"k=1, T=100",pure_size,1.0,100,0,0,100,0.10911629209294915,0.125
parity5,32,5,pure_k2_5,"k=2, T=5",pure_size,2.0,0,5,0,5,0.008438985398970544,0.25
parity5,32,5,pure_k2_10,"k=2, T=10",pure_size,2.0,0,10,0,10,0.016877970797941087,0.375
parity5,32,5,pure_k2_25,"k=2, T=25",pure_size,2.0,0,25,0,25,0.04219492699485272,0.125
parity5,32,5,pure_k2_50,"k=2, T=50",pure_size,2.0,0,50,0,50,0.08438985398970544,0.125
parity5,32,5,pure_k2_100,"k=2, T=100",pure_size,2.0,0,100,0,100,0.1687797079794109,0.125
parity5,32,5,pure_k3_1,"k=3, T=1",pure_size,3.0,0,0,1,1,0.0016788499429821967,0.375
parity5,32,5,pure_k3_3,"k=3, T=3",pure_size,3.0,0,0,3,3,0.005036549828946591,0.125
parity5,32,5,pure_k3_5,"k=3, T=5",pure_size,3.0,0,0,5,5,0.008394249714910984,0.125
parity5,32,5,mix_1_95_2_05,95% k=1 + 5% k=2,mixture,1.05,95,5,0,100,0.11209946288727224,0.125
parity5,32,5,mix_1_90_2_10,90% k=1 + 10% k=2,mixture,1.1,90,10,0,100,0.11508263368159533,0.125
parity5,32,5,mix_1_75_2_25,75% k=1 + 25% k=2,mixture,1.25,75,25,0,100,0.12403214606456459,0.125
parity5,32,5,mix_1_50_2_50,50% k=1 + 50% k=2,mixture,1.5,50,50,0,100,0.13894800003618002,0.125
parity5,32,5,mix_1_95_3_05,95% k=1 + 5% k=3,mixture,1.1,95,0,5,100,0.11205472720321268,0.125
parity5,32,5,mix_2_95_3_05,95% k=2 + 5% k=3,mixture,2.05,0,95,5,100,0.16873497229535134,0.125
tae,151,5,pure_k1_5,"k=1, T=5",pure_size,1.0,5,0,0,5,0.004762110393494367,0.5789473684210527
tae,151,5,pure_k1_10,"k=1, T=10",pure_size,1.0,10,0,0,10,0.009524220786988735,0.6052631578947368
tae,151,5,pure_k1_25,"k=1, T=25",pure_size,1.0,25,0,0,25,0.023810551967471838,0.6052631578947368
tae,151,5,pure_k1_50,"k=1, T=50",pure_size,1.0,50,0,0,50,0.047621103934943676,0.6052631578947368
tae,151,5,pure_k1_100,"k=1, T=100",pure_size,1.0,100,0,0,100,0.09524220786988735,0.631578947368421
tae,151,5,pure_k2_5,"k=2, T=5",pure_size,2.0,0,5,0,5,0.11806303125340492,0.5789473684210527
tae,151,5,pure_k2_10,"k=2, T=10",pure_size,2.0,0,10,0,10,0.23612606250680984,0.6842105263157895
tae,151,5,pure_k2_25,"k=2, T=25",pure_size,2.0,0,25,0,25,0.5903151562670246,0.6578947368421053
tae,151,5,pure_k2_50,"k=2, T=50",pure_size,2.0,0,50,0,50,1.1806303125340492,0.6842105263157895
tae,151,5,pure_k2_100,"k=2, T=100",pure_size,2.0,0,100,0,100,2.3612606250680983,0.6842105263157895
tae,151,5,pure_k3_1,"k=3, T=1",pure_size,3.0,0,0,1,1,0.6288612667471171,0.5526315789473685
tae,151,5,pure_k3_3,"k=3, T=3",pure_size,3.0,0,0,3,3,1.886583800241351,0.5789473684210527
tae,151,5,pure_k3_5,"k=3, T=5",pure_size,3.0,0,0,5,5,3.144306333735585,0.5789473684210527
tae,151,5,mix_1_95_2_05,95% k=1 + 5% k=2,mixture,1.05,95,5,0,100,0.2085431287297979,0.631578947368421
tae,151,5,mix_1_90_2_10,90% k=1 + 10% k=2,mixture,1.1,90,10,0,100,0.32184404958970847,0.631578947368421
tae,151,5,mix_1_75_2_25,75% k=1 + 25% k=2,mixture,1.25,75,25,0,100,0.6617468121694401,0.631578947368421
tae,151,5,mix_1_50_2_50,50% k=1 + 50% k=2,mixture,1.5,50,50,0,100,1.2282514164689928,0.6842105263157895
tae,151,5,mix_1_95_3_05,95% k=1 + 5% k=3,mixture,1.1,95,0,5,100,3.2347864312119783,0.631578947368421
tae,151,5,mix_2_95_3_05,95% k=2 + 5% k=3,mixture,2.05,0,95,5,100,5.387503927550279,0.6842105263157895
new_thyroid,215,5,pure_k1_5,"k=1, T=5",pure_size,1.0,5,0,0,5,0.007612647907808423,0.9259259259259259
new_thyroid,215,5,pure_k1_10,"k=1, T=10",pure_size,1.0,10,0,0,10,0.015225295815616846,0.8888888888888888
new_thyroid,215,5,pure_k1_25,"k=1, T=25",pure_size,1.0,25,0,0,25,0.038063239539042115,0.9074074074074074
new_thyroid,215,5,pure_k1_50,"k=1, T=50",pure_size,1.0,50,0,0,50,0.07612647907808423,0.9074074074074074
new_thyroid,215,5,pure_k1_100,"k=1, T=100",pure_size,1.0,100,0,0,100,0.15225295815616846,0.9259259259259259
new_thyroid,215,5,pure_k2_5,"k=2, T=5",pure_size,2.0,0,5,0,5,0.7652895520906895,0.9629629629629629
new_thyroid,215,5,pure_k2_10,"k=2, T=10",pure_size,2.0,0,10,0,10,1.530579104181379,0.9259259259259259
new_thyroid,215,5,pure_k2_25,"k=2, T=25",pure_size,2.0,0,25,0,25,3.8264477604534477,0.9259259259259259
new_thyroid,215,5,pure_k2_50,"k=2, T=50",pure_size,2.0,0,50,0,50,7.652895520906895,0.9259259259259259
new_thyroid,215,5,pure_k2_100,"k=2, T=100",pure_size,2.0,0,100,0,100,15.30579104181379,0.9259259259259259
new_thyroid,215,5,pure_k3_1,"k=3, T=1",pure_size,3.0,0,0,1,1,16.658359500020744,0.8888888888888888
new_thyroid,215,5,pure_k3_3,"k=3, T=3",pure_size,3.0,0,0,3,3,49.975078500062224,0.8888888888888888
new_thyroid,215,5,pure_k3_5,"k=3, T=5",pure_size,3.0,0,0,5,5,83.29179750010371,0.9444444444444444
new_thyroid,215,5,mix_1_95_2_05,95% k=1 + 5% k=2,mixture,1.05,95,5,0,100,0.9099298623390495,0.9259259259259259
new_thyroid,215,5,mix_1_90_2_10,90% k=1 + 10% k=2,mixture,1.1,90,10,0,100,1.6676067665219305,0.9259259259259259
new_thyroid,215,5,mix_1_75_2_25,75% k=1 + 25% k=2,mixture,1.25,75,25,0,100,3.940637479070574,0.9259259259259259
new_thyroid,215,5,mix_1_50_2_50,50% k=1 + 50% k=2,mixture,1.5,50,50,0,100,7.72902199998498,0.9259259259259259
new_thyroid,215,5,mix_1_95_3_05,95% k=1 + 5% k=3,mixture,1.1,95,0,5,100,83.43643781035207,0.9259259259259259
new_thyroid,215,5,mix_2_95_3_05,95% k=2 + 5% k=3,mixture,2.05,0,95,5,100,97.83229898982681,0.9259259259259259
bupa,345,5,pure_k1_5,"k=1, T=5",pure_size,1.0,5,0,0,5,0.010976645816117524,0.632183908045977
bupa,345,5,pure_k1_10,"k=1, T=10",pure_size,1.0,10,0,0,10,0.02195329163223505,0.5977011494252874
bupa,345,5,pure_k1_25,"k=1, T=25",pure_size,1.0,25,0,0,25,0.054883229080587626,0.5977011494252874
bupa,345,5,pure_k1_50,"k=1, T=50",pure_size,1.0,50,0,0,50,0.10976645816117525,0.5977011494252874
bupa,345,5,pure_k1_100,"k=1, T=100",pure_size,1.0,100,0,0,100,0.2195329163223505,0.6206896551724138
bupa,345,5,pure_k2_5,"k=2, T=5",pure_size,2.0,0,5,0,5,1.2775236062472686,0.5747126436781609
bupa,345,5,pure_k2_10,"k=2, T=10",pure_size,2.0,0,10,0,10,2.555047212494537,0.6206896551724138
bupa,345,5,pure_k2_25,"k=2, T=25",pure_size,2.0,0,25,0,25,6.387618031236343,0.5517241379310345
bupa,345,5,pure_k2_50,"k=2, T=50",pure_size,2.0,0,50,0,50,12.775236062472686,0.5632183908045977
bupa,345,5,pure_k2_100,"k=2, T=100",pure_size,2.0,0,100,0,100,25.550472124945372,0.5977011494252874
bupa,345,5,pure_k3_1,"k=3, T=1",pure_size,3.0,0,0,1,1,26.819595033396034,0.5517241379310345
bupa,345,5,pure_k3_3,"k=3, T=3",pure_size,3.0,0,0,3,3,80.45878510018811,0.5977011494252874
bupa,345,5,pure_k3_5,"k=3, T=5",pure_size,3.0,0,0,5,5,134.09797516698018,0.5862068965517241
bupa,345,5,mix_1_95_2_05,95% k=1 + 5% k=2,mixture,1.05,95,5,0,100,1.4860798767535015,0.6091954022988506
bupa,345,5,mix_1_90_2_10,90% k=1 + 10% k=2,mixture,1.1,90,10,0,100,2.7526268371846525,0.6091954022988506
bupa,345,5,mix_1_75_2_25,75% k=1 + 25% k=2,mixture,1.25,75,25,0,100,6.552267718478106,0.6091954022988506
bupa,345,5,mix_1_50_2_50,50% k=1 + 50% k=2,mixture,1.5,50,50,0,100,12.885002520633861,0.5862068965517241
bupa,345,5,mix_1_95_3_05,95% k=1 + 5% k=3,mixture,1.1,95,0,5,100,134.3065314374864,0.6206896551724138
bupa,345,5,mix_2_95_3_05,95% k=2 + 5% k=3,mixture,2.05,0,95,5,100,158.3709236856783,0.5977011494252874
analcatdata_germangss,400,5,pure_k1_5,"k=1, T=5",pure_size,1.0,5,0,0,5,0.007809818745590747,0.37
analcatdata_germangss,400,5,pure_k1_10,"k=1, T=10",pure_size,1.0,10,0,0,10,0.015619637491181493,0.39
analcatdata_germangss,400,5,pure_k1_25,"k=1, T=25",pure_size,1.0,25,0,0,25,0.03904909372795373,0.4
analcatdata_germangss,400,5,pure_k1_50,"k=1, T=50",pure_size,1.0,50,0,0,50,0.07809818745590746,0.41
analcatdata_germangss,400,5,pure_k1_100,"k=1, T=100",pure_size,1.0,100,0,0,100,0.15619637491181493,0.45
analcatdata_germangss,400,5,pure_k2_5,"k=2, T=5",pure_size,2.0,0,5,0,5,0.13214106874074788,0.4
analcatdata_germangss,400,5,pure_k2_10,"k=2, T=10",pure_size,2.0,0,10,0,10,0.26428213748149576,0.41
analcatdata_germangss,400,5,pure_k2_25,"k=2, T=25",pure_size,2.0,0,25,0,25,0.6607053437037393,0.41
analcatdata_germangss,400,5,pure_k2_50,"k=2, T=50",pure_size,2.0,0,50,0,50,1.3214106874074787,0.44
analcatdata_germangss,400,5,pure_k2_100,"k=2, T=100",pure_size,2.0,0,100,0,100,2.6428213748149574,0.46
analcatdata_germangss,400,5,pure_k3_1,"k=3, T=1",pure_size,3.0,0,0,1,1,0.499644333217293,0.33
analcatdata_germangss,400,5,pure_k3_3,"k=3, T=3",pure_size,3.0,0,0,3,3,1.498932999651879,0.41
analcatdata_germangss,400,5,pure_k3_5,"k=3, T=5",pure_size,3.0,0,0,5,5,2.498221666086465,0.4
analcatdata_germangss,400,5,mix_1_95_2_05,95% k=1 + 5% k=2,mixture,1.05,95,5,0,100,0.28052762490697203,0.41
analcatdata_germangss,400,5,mix_1_90_2_10,90% k=1 + 10% k=2,mixture,1.1,90,10,0,100,0.4048588749021292,0.43
analcatdata_germangss,400,5,mix_1_75_2_25,75% k=1 + 25% k=2,mixture,1.25,75,25,0,100,0.7778526248876005,0.42
analcatdata_germangss,400,5,mix_1_50_2_50,50% k=1 + 50% k=2,mixture,1.5,50,50,0,100,1.3995088748633862,0.45
analcatdata_germangss,400,5,mix_1_95_3_05,95% k=1 + 5% k=3,mixture,1.1,95,0,5,100,2.646608222252689,0.43
analcatdata_germangss,400,5,mix_2_95_3_05,95% k=2 + 5% k=3,mixture,2.05,0,95,5,100,5.0089019721606745,0.44
irish,500,5,pure_k1_5,"k=1, T=5",pure_size,1.0,5,0,0,5,0.005990033340640366,1.0
irish,500,5,pure_k1_10,"k=1, T=10",pure_size,1.0,10,0,0,10,0.011980066681280733,1.0
irish,500,5,pure_k1_25,"k=1, T=25",pure_size,1.0,25,0,0,25,0.02995016670320183,1.0
irish,500,5,pure_k1_50,"k=1, T=50",pure_size,1.0,50,0,0,50,0.05990033340640366,1.0
irish,500,5,pure_k1_100,"k=1, T=100",pure_size,1.0,100,0,0,100,0.11980066681280732,1.0
irish,500,5,pure_k2_5,"k=2, T=5",pure_size,2.0,0,5,0,5,0.38272721045650543,1.0
irish,500,5,pure_k2_10,"k=2, T=10",pure_size,2.0,0,10,0,10,0.7654544209130109,1.0
irish,500,5,pure_k2_25,"k=2, T=25",pure_size,2.0,0,25,0,25,1.913636052282527,1.0
irish,500,5,pure_k2_50,"k=2, T=50",pure_size,2.0,0,50,0,50,3.827272104565054,1.0
irish,500,5,pure_k2_100,"k=2, T=100",pure_size,2.0,0,100,0,100,7.654544209130108,1.0
irish,500,5,pure_k3_1,"k=3, T=1",pure_size,3.0,0,0,1,1,3.7491610581986605,1.0
irish,500,5,pure_k3_3,"k=3, T=3",pure_size,3.0,0,0,3,3,11.247483174595981,1.0
irish,500,5,pure_k3_5,"k=3, T=5",pure_size,3.0,0,0,5,5,18.745805290993303,1.0
irish,500,5,mix_1_95_2_05,95% k=1 + 5% k=2,mixture,1.05,95,5,0,100,0.4965378439286724,1.0
irish,500,5,mix_1_90_2_10,90% k=1 + 10% k=2,mixture,1.1,90,10,0,100,0.8732750210445375,1.0
irish,500,5,mix_1_75_2_25,75% k=1 + 25% k=2,mixture,1.25,75,25,0,100,2.0034865523921326,1.0
irish,500,5,mix_1_50_2_50,50% k=1 + 50% k=2,mixture,1.5,50,50,0,100,3.887172437971458,1.0
irish,500,5,mix_1_95_3_05,95% k=1 + 5% k=3,mixture,1.1,95,0,5,100,18.85961592446547,1.0
irish,500,5,mix_2_95_3_05,95% k=2 + 5% k=3,mixture,2.05,0,95,5,100,26.017622289666907,1.0
analcatdata_bankruptcy,50,6,pure_k1_5,"k=1, T=5",pure_size,1.0,5,0,0,5,0.00397196460980922,0.9230769230769231
analcatdata_bankruptcy,50,6,pure_k1_10,"k=1, T=10",pure_size,1.0,10,0,0,10,0.00794392921961844,0.9230769230769231
analcatdata_bankruptcy,50,6,pure_k1_25,"k=1, T=25",pure_size,1.0,25,0,0,25,0.0198598230490461,0.9230769230769231
analcatdata_bankruptcy,50,6,pure_k1_50,"k=1, T=50",pure_size,1.0,50,0,0,50,0.0397196460980922,0.9230769230769231
analcatdata_bankruptcy,50,6,pure_k1_100,"k=1, T=100",pure_size,1.0,100,0,0,100,0.0794392921961844,0.8461538461538461
analcatdata_bankruptcy,50,6,pure_k2_5,"k=2, T=5",pure_size,2.0,0,5,0,5,0.15973808546550572,0.7692307692307693
analcatdata_bankruptcy,50,6,pure_k2_10,"k=2, T=10",pure_size,2.0,0,10,0,10,0.31947617093101144,0.7692307692307693
analcatdata_bankruptcy,50,6,pure_k2_25,"k=2, T=25",pure_size,2.0,0,25,0,25,0.7986904273275286,0.7692307692307693
analcatdata_bankruptcy,50,6,pure_k2_50,"k=2, T=50",pure_size,2.0,0,50,0,50,1.5973808546550572,0.7692307692307693
analcatdata_bankruptcy,50,6,pure_k2_100,"k=2, T=100",pure_size,2.0,0,100,0,100,3.1947617093101144,0.7692307692307693
analcatdata_bankruptcy,50,6,pure_k3_1,"k=3, T=1",pure_size,3.0,0,0,1,1,1.7956156418658793,0.6923076923076923
analcatdata_bankruptcy,50,6,pure_k3_3,"k=3, T=3",pure_size,3.0,0,0,3,3,5.386846925597638,0.6923076923076923
analcatdata_bankruptcy,50,6,pure_k3_5,"k=3, T=5",pure_size,3.0,0,0,5,5,8.978078209329396,0.7692307692307693
analcatdata_bankruptcy,50,6,mix_1_95_2_05,95% k=1 + 5% k=2,mixture,1.05,95,5,0,100,0.2352054130518809,0.8461538461538461
analcatdata_bankruptcy,50,6,mix_1_90_2_10,90% k=1 + 10% k=2,mixture,1.1,90,10,0,100,0.3909715339075774,0.8461538461538461
analcatdata_bankruptcy,50,6,mix_1_75_2_25,75% k=1 + 25% k=2,mixture,1.25,75,25,0,100,0.8582698964746669,0.8461538461538461
analcatdata_bankruptcy,50,6,mix_1_50_2_50,50% k=1 + 50% k=2,mixture,1.5,50,50,0,100,1.6371005007531494,0.7692307692307693
analcatdata_bankruptcy,50,6,mix_1_95_3_05,95% k=1 + 5% k=3,mixture,1.1,95,0,5,100,9.053545536915772,0.8461538461538461
analcatdata_bankruptcy,50,6,mix_2_95_3_05,95% k=2 + 5% k=3,mixture,2.05,0,95,5,100,12.013101833174005,0.7692307692307693
analcatdata_creditscore,100,6,pure_k1_5,"k=1, T=5",pure_size,1.0,5,0,0,5,0.003374283341690898,0.96
analcatdata_creditscore,100,6,pure_k1_10,"k=1, T=10",pure_size,1.0,10,0,0,10,0.006748566683381796,1.0
analcatdata_creditscore,100,6,pure_k1_25,"k=1, T=25",pure_size,1.0,25,0,0,25,0.01687141670845449,1.0
analcatdata_creditscore,100,6,pure_k1_50,"k=1, T=50",pure_size,1.0,50,0,0,50,0.03374283341690898,1.0
analcatdata_creditscore,100,6,pure_k1_100,"k=1, T=100",pure_size,1.0,100,0,0,100,0.06748566683381796,1.0
analcatdata_creditscore,100,6,pure_k2_5,"k=2, T=5",pure_size,2.0,0,5,0,5,0.13301954586058856,0.96
analcatdata_creditscore,100,6,pure_k2_10,"k=2, T=10",pure_size,2.0,0,10,0,10,0.2660390917211771,0.96
analcatdata_creditscore,100,6,pure_k2_25,"k=2, T=25",pure_size,2.0,0,25,0,25,0.6650977293029428,1.0
analcatdata_creditscore,100,6,pure_k2_50,"k=2, T=50",pure_size,2.0,0,50,0,50,1.3301954586058855,1.0
analcatdata_creditscore,100,6,pure_k2_100,"k=2, T=100",pure_size,2.0,0,100,0,100,2.660390917211771,1.0
analcatdata_creditscore,100,6,pure_k3_1,"k=3, T=1",pure_size,3.0,0,0,1,1,1.038800533208996,0.96
analcatdata_creditscore,100,6,pure_k3_3,"k=3, T=3",pure_size,3.0,0,0,3,3,3.1164015996269883,0.96
analcatdata_creditscore,100,6,pure_k3_5,"k=3, T=5",pure_size,3.0,0,0,5,5,5.19400266604498,0.96
analcatdata_creditscore,100,6,mix_1_95_2_05,95% k=1 + 5% k=2,mixture,1.05,95,5,0,100,0.19713092935271562,1.0
analcatdata_creditscore,100,6,mix_1_90_2_10,90% k=1 + 10% k=2,mixture,1.1,90,10,0,100,0.3267761918716133,1.0
analcatdata_creditscore,100,6,mix_1_75_2_25,75% k=1 + 25% k=2,mixture,1.25,75,25,0,100,0.7157119794283062,1.0
analcatdata_creditscore,100,6,mix_1_50_2_50,50% k=1 + 50% k=2,mixture,1.5,50,50,0,100,1.3639382920227945,1.0
analcatdata_creditscore,100,6,mix_1_95_3_05,95% k=1 + 5% k=3,mixture,1.1,95,0,5,100,5.258114049537108,1.0
analcatdata_creditscore,100,6,mix_2_95_3_05,95% k=2 + 5% k=3,mixture,2.05,0,95,5,100,7.721374037396163,1.0
mux6,128,6,pure_k1_5,"k=1, T=5",pure_size,1.0,5,0,0,5,0.0034631374990567567,0.75
mux6,128,6,pure_k1_10,"k=1, T=10",pure_size,1.0,10,0,0,10,0.006926274998113513,0.8125
mux6,128,6,pure_k1_25,"k=1, T=25",pure_size,1.0,25,0,0,25,0.017315687495283782,0.84375
mux6,128,6,pure_k1_50,"k=1, T=50",pure_size,1.0,50,0,0,50,0.034631374990567565,0.90625
mux6,128,6,pure_k1_100,"k=1, T=100",pure_size,1.0,100,0,0,100,0.06926274998113513,0.875
mux6,128,6,pure_k2_5,"k=2, T=5",pure_size,2.0,0,5,0,5,0.006258375011384487,1.0
mux6,128,6,pure_k2_10,"k=2, T=10",pure_size,2.0,0,10,0,10,0.012516750022768974,1.0
mux6,128,6,pure_k2_25,"k=2, T=25",pure_size,2.0,0,25,0,25,0.031291875056922436,1.0
mux6,128,6,pure_k2_50,"k=2, T=50",pure_size,2.0,0,50,0,50,0.06258375011384487,1.0
mux6,128,6,pure_k2_100,"k=2, T=100",pure_size,2.0,0,100,0,100,0.12516750022768974,1.0
mux6,128,6,pure_k3_1,"k=3, T=1",pure_size,3.0,0,0,1,1,0.003138316795229912,1.0
mux6,128,6,pure_k3_3,"k=3, T=3",pure_size,3.0,0,0,3,3,0.009414950385689735,1.0
mux6,128,6,pure_k3_5,"k=3, T=5",pure_size,3.0,0,0,5,5,0.01569158397614956,1.0
mux6,128,6,mix_1_95_2_05,95% k=1 + 5% k=2,mixture,1.05,95,5,0,100,0.07205798749346286,0.9375
